Query       	qlen	Templa 	alnlen	preTMS	preTMS2	Z-score	SID	Description
WP_011791839.1	169	2RHU_A	146	0.5703	0.3223	5.498	11.6%	| Lethal(3)malignant brain tumor-like protein; BETA BARREL, Protein-peptide Complex, dimethyl-lysine; HET: MLY, PG4; 1.9A {Homo sapiens}
WP_010940589.1	152	3J09_A	135	0.5691	0.1516	4.369	11.9%	| copper-exporting P-type ATPase A (E.C.3.6.3.-); p-type ATPase, copper transporter, CopA; 10.0A {Archaeoglobus fulgidus}
WP_010937644.1	656	3L7I_A	529	0.5683	0.5200	7.696	11.9%	| Teichoic acid biosynthesis protein F; GT-B fold, monotopic membrane protein; HET: SO4, CL, EDO; 2.7A {Staphylococcus epidermidis}
WP_014524317.1	198	4Y66_C	160	0.5669	0.5559	3.968	13.8%	| Mnd1, Putative tbpip family protein; cell cycle; 3.2A {Giardia lamblia ATCC 50803}
WP_010940105.1	174	2XUB_A	162	0.5667	0.2360	3.778	11.1%	| DNA-DIRECTED RNA POLYMERASE III SUBUNIT; TRANSCRIPTION, WINGED HELIX; 2.8A {HOMO SAPIENS}
WP_010938531.1	206	3N0U_A	191	0.5667	0.5416	5.780	11.5%	| Probable N-glycosylase/DNA lyase (E.C.3.2.2.-, 4.2.99.18); structural genomics, ISFI, DNA REPAIR; 1.5A {Thermotoga maritima}
WP_010937554.1	285	3UB6_A	179	0.5660	0.8581	6.602	16.8%	| chemoreceptor TlpB; homodimer, four-helix bundle, PAS domain; HET: SO4, GOL; 1.38A {Helicobacter pylori}
WP_010937690.1	129	6ADQ_O	128	0.5656	0.3028	5.488	14.8%	| Transmembrane cytochrome C oxidase subunit; Respiratory, Supercomplex, SOD, Mycobacterium, ETC; HET: HEC, 9YF, 9Y0, HEA, 9XX, MQ9, CDL, HEM, PLM; 3.5A {Mycobacterium smegmatis MC2 51}
WP_010938805.1	164	1T0F_B	155	0.5653	0.3664	5.677	12.3%	| Transposon Tn7 transposition protein tnsA; protein-protein complex, mixed alpha-beta, DNA; HET: MPD, MLA; 1.85A {Escherichia coli} SCOP: a.4.5.27, c.52.1.16
WP_010938872.1	116	2NCA_A	116	0.5652	0.5302	4.085	6.9%	| Hsp90 co-chaperone Cdc37; chaperone, cochaperone; NMR {Homo sapiens}
WP_010937807.1	273	6D6V_D	272	0.5649	0.2671	4.641	8.5%	| Telomerase reverse transcriptase, Telomerase-associated protein; Telomerase, telomere, REPLICATION;{Tetrahymena thermophila}
WP_011792639.1	148	3KXA_D	133	0.5636	0.5853	4.836	5.3%	| Putative uncharacterized protein; NGO0477, Neisseria gonorrhoeae, New protein; HET: CL, ASN, MSE, UNX; 2.8A {Neisseria gonorrhoeae}
WP_014524325.1	205	4BKG_A	155	0.5620	0.6595	5.629	13.5%	| SMALL UBIQUITIN-RELATED MODIFIER 2; PROTEIN BINDING; 2.11A {HOMO SAPIENS}
WP_011791514.1	161	6RWT_A	152	0.5618	0.5145	4.506	9.9%	| Ubiquinol-cytochrome C chaperone; Respiratory chain, Complex III, Assembly; HET: GOL; 1.42A {Brucella abortus NCTC 8038}
WP_164928140.1	91	3AEI_B	87	0.5616	0.5320	4.097	10.3%	| Prefoldin beta subunit 2; double helix, coiled coil, CHAPERONE; HET: SO4; 1.7A {Thermococcus sp.}
WP_010940206.1	80	6GV8_A	78	0.5610	0.3356	2.681	15.4%	| Hyperosmolarity resistance protein Emb; EMBP, Staphylococcus epidermidis, FG-repeat, CELL; 1.394A {Staphylococcus epidermidis}
WP_164928139.1	45	2A26_A	44	0.5609	0.5315	2.998	9.1%	| Calcyclin-binding protein; helical hairpin, dimerization, APOPTOSIS; HET: CXS; 1.2A {Homo sapiens} SCOP: a.2.16.1
WP_010940103.1	357	5HR4_J	334	0.5596	0.2603	5.426	11.1%	| MmeI/DNA Complex; DNA-protein complex, Restriction-Modification enzyme, Hydrolase-DNA; HET: SFG; 2.5964A {Methylophilus methylotrophus}
WP_010939008.1	110	2K9A_A	102	0.5596	0.4795	4.029	10.8%	| ADP-ribosylation factor-like protein 2-binding protein; Protein, Effector, small G protein; NMR {Homo sapiens}
WP_010938471.1	125	2Y3W_C	121	0.5595	0.4285	4.489	10.7%	| SPINDLE ASSEMBLY ABNORMAL PROTEIN 6; STRUCTURAL PROTEIN, CYTOSKELETON, BASAL BODY; 1.98A {DANIO RERIO}
WP_014524678.1	92	2P9X_D	92	0.5593	0.5373	4.822	14.1%	| Hypothetical protein PH0832; Pyrococcus horikoshii OT3, NPPSFA, National; 1.65A {Pyrococcus horikoshii}
WP_164928130.1	29	2B9K_A	29	0.5592	0.4524	6.503	41.4%	| Antimicrobial peptide LCI; BETA-STRANDED PROTEIN, AMP, ANTIBIOTIC; NMR {Bacillus subtilis}
WP_164928124.1	135	2F42_A	134	0.5576	0.4616	5.556	8.2%	| STIP1 homology and U-box containing; U-box, CHAPERONE; 2.5A {Danio rerio}
WP_010939966.1	112	5KS5_A	88	0.5566	0.5929	4.031	11.4%	| Eukaryotic elongation factor 2 kinase; TRANSFERASE, eEF2K, SEL1, elongation, TPR; NMR {Homo sapiens}
WP_011792587.1	225	2QGU_A	173	0.5554	0.5841	5.423	10.4%	| Probable signal peptide protein; NESG, RsR89, Q8XV73, Structural Genomics; HET: PEF; 1.5A {Ralstonia solanacearum}
WP_164928135.1	53	1KG1_A	53	0.5549	0.5145	5.612	15.1%	| Necrosis Inducing Protein 1; antiparalel beta sheets, TOXIN; NMR {Rhynchosporium secalis} SCOP: g.70.1.1
WP_014524664.1	902	5FKT_B	654	0.5548	0.6579	17.938	17.1%	| ENDO-1,4-BETA-GLUCANASE/XYLOGLUCANASE, GLY74A (E.C.3.2.1.-, 3.2.1.-, 3.2.1.151); HYDROLASE, CELLVIBRIO JAPONICUS, XYLOGLUCAN SACCHARIFICATION; HET: EDO; 1.52A {CELLVIBRIO JAPONICUS}
WP_010938238.1	249	4LUH_A	242	0.5546	0.2942	4.653	9.9%	| Serum albumin; Helical structure, transport, Fatty acids; HET: LMR, 2Q5, DIU, ACT, MLI, SIN; 2.2A {Ovis aries}
WP_010938473.1	185	1J6R_B	164	0.5542	0.4958	5.596	14.0%	| ACTIVATION (ADOMET BINDING) DOMAIN OF; STRUCTURAL GENOMICS, TM0269, ACTIVATION (ADOMET; 2.3A {Thermotoga maritima} SCOP: d.173.1.2
WP_014524391.1	58	1NLW_A	58	0.5529	0.4477	4.313	0.0%	| MAD PROTEIN/MAX PROTEIN/DNA; transcription factor, DNA, bHLHZ, TRANSCRIPTION-DNA; 2.0A {Homo sapiens} SCOP: a.38.1.1
WP_010940650.1	80	1IRQ_B	69	0.5529	0.6070	4.111	5.8%	| omega transcriptional repressor; transcriptional repressor, ribbon-helix-helix, GENE REGULATION; 1.5A {Streptococcus pyogenes} SCOP: a.43.1.4
WP_010938547.1	72	1NLW_A	72	0.5522	0.5186	4.130	5.6%	| MAD PROTEIN/MAX PROTEIN/DNA; transcription factor, DNA, bHLHZ, TRANSCRIPTION-DNA; 2.0A {Homo sapiens} SCOP: a.38.1.1
WP_010939907.1	362	4H6Y_B	306	0.5520	0.4215	6.206	8.2%	| FERM, RhoGEF and pleckstrin domain-containing; FARP1, DH-PH, GEF, guanine nucleotide; 4.09A {Homo sapiens}
WP_010937793.1	109	4CGY_A	109	0.5518	0.1159	6.342	14.7%	| DNA TOPOISOMERASE 3-ALPHA (E.C.5.99.1.2), RECQ-MEDIATED; DNA REPLICATION-ISOMERASE COMPLEX, DOUBLE HOLLIDAY; 2.85A {HOMO SAPIENS}
WP_010938676.1	71	4EAJ_A	70	0.5515	0.4270	4.811	14.3%	| 5'-AMP-activated protein kinase catalytic subunit; AMPK, TRANSFERASE; HET: AMP, ATP; 2.609A {Rattus norvegicus}
WP_164561408.1	157	4Y66_C	141	0.5513	0.4546	3.700	5.0%	| Mnd1, Putative tbpip family protein; cell cycle; 3.2A {Giardia lamblia ATCC 50803}
WP_010940672.1	356	4XHP_A	344	0.5510	0.2791	5.019	8.4%	| ParM hybrid fusion protein; STRUCTURAL PROTEIN, BACTERIAL ACTIN-LIKE PROTEIN; HET: ADP; 3.2A {Bacillus thuringiensis serovar kurstaki str. YBT-1520}
WP_010939624.1	122	2RBD_A	120	0.5498	0.4418	4.611	5.8%	| BH2358 protein; PUTATIVE SPORE COAT PROTEIN, STRUCTURAL; HET: PG4; 1.54A {Bacillus halodurans C-125}
WP_014524519.1	302	4ARE_A	269	0.5485	0.2799	5.375	12.3%	| COLLAGENASE G (E.C.3.4.24.3); HYDROLASE, COLLAGEN, PEPTIDASE, COLLAGENOLYSIS, METALLOPROTEASE; HET: FLC, P6G; 2.19A {CLOSTRIDIUM HISTOLYTICUM}
WP_010940477.1	400	2YB4_A	270	0.5478	0.7189	10.981	15.2%	| AMIDOHYDROLASE; ENZYME FUNCTION INITIATIVE, HYDROLASE, COG0613; HET: SO4; 2.2A {CHROMOBACTERIUM VIOLACEUM}
WP_010939429.1	338	5KCA_A	299	0.5467	0.2493	5.737	8.4%	| Cerebellin-1,Cerebellin-1,Cerebellin-1,Glutamate receptor ionotropic, delta-2; Cerebellin, ionotropic glutamate receptor (iGluR); 3.1A {Homo sapiens}
WP_010938850.1	797	1H7X_B	684	0.5463	0.4463	8.814	10.2%	| DIHYDROPYRIMIDINE DEHYDROGENASE (E.C.1.3.1.2); ELECTRON TRANSFER, FLAVIN, IRON-SULFUR CLUSTERS; HET: FAD, SF4, NDP, URF, FMN; 2.01A {SUS SCROFA} SCOP: c.4.1.1, c.1.4.1, a.1.2.2, d.58.1.5, c.3.1.1
WP_010937516.1	197	2IOP_A	175	0.5461	0.2206	3.303	12.0%	| Chaperone protein htpG; Heat Shock Protein, Chaperone, Hsp90; HET: ADP; 3.55A {Escherichia coli}
WP_150100223.1	66	4S23_A	62	0.5460	0.1248	3.337	9.7%	| 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (E.C.1.17.7.1); TIM barrel, alpha/beta fold, OXIDOREDUCTASE; HET: SF4, MES, H6P; 1.65A {Thermus thermophilus}
WP_010939849.1	209	3GYZ_A	151	0.5439	0.6971	6.611	10.6%	| Chaperone protein ipgC; asymmetric homodimer, Tetratricopeptide repeat, TPR; HET: GOL, SO4; 2.15A {Shigella flexneri}
WP_014524412.1	49	5LYE_A	49	0.5430	0.1191	5.248	12.2%	| Gp12; STRUCTURAL PROTEIN, GENE PRODUCT 12; 1.9A {Enterobacteria phage T2}
WP_014524641.1	59	2N64_A	57	0.5423	0.4697	4.441	19.3%	| SH3 domain-containing kinase-binding protein 1; Signaling Protein, Adaptor Protein, Coiled-Coil; NMR {Homo sapiens}
WP_011176726.1	594	4WBD_A	464	0.5419	0.5844	10.416	7.5%	| BshC from Bacillus subtilis; Bacililthiol, ligase, cysteine, rossmann; HET: CIT, ADP; 1.77A {Bacillus subtilis}
WP_011176670.1	159	1YG2_A	139	0.5415	0.4928	4.146	14.4%	| gene activator AphA; virulence factor vibrio cholerae; 2.2A {Vibrio cholerae} SCOP: a.4.5.61
WP_010940660.1	698	1TR2_B	628	0.5410	0.3960	8.269	8.6%	| VINCULIN ISOFORM 1; ACTIN-BINDING, CELL ADHESION; HET: MSE; 2.9A {Homo sapiens}
WP_010940553.1	175	5J4O_A	165	0.5404	0.4487	4.864	3.0%	| Spectrin alpha chain, erythrocytic 1; erythrocyte, spectrin, helical bundle, domains; HET: EDO, PG4; 1.54A {Homo sapiens}
WP_010939319.1	91	4HRV_B	90	0.5402	0.3580	3.655	6.7%	| Putative lipoprotein GNA1162; DUF799, LIPID BINDING PROTEIN; 1.89A {Neisseria meningitidis}
WP_010938981.1	131	2RRL_A	122	0.5396	0.4473	3.518	9.8%	| Flagellar hook-length control protein; FliK, FlhB, bacterial flagella motor; NMR {Salmonella typhimurium}
WP_010937830.1	138	4Q0H_A	134	0.5396	0.2660	2.759	10.4%	| Deinococcus radiodurans PAS-GAF; PAS GAF, photosensor, response regulator; HET: LBV, IPA; 1.157A {Deinococcus radiodurans R1}
WP_010939909.1	246	3FO5_A	227	0.5389	0.5213	6.486	11.9%	| Thioesterase, adipose associated, isoform BFIT2; Orthogonal Bundle, Consortium, LIPID TRANSPORT; HET: 1PE, TCE; 2.0A {Homo sapiens}
WP_010940538.1	166	2Z4S_A	158	0.5388	0.2624	2.671	11.4%	| Chromosomal replication initiator protein dnaA; AAA+ ATPase, domain III (ATPase; HET: ADP; 3.0A {Thermotoga maritima}
WP_014524444.1	107	5X62_B	107	0.5386	0.2021	5.634	10.3%	| Carnosine N-methyltransferase (E.C.2.1.1.22); methyltransferase, SAM, Rossmann fold, TRANSFERASE; HET: SAH; 2.204A {Saccharomyces cerevisiae (strain ATCC 204508 / S288c)}
WP_010938236.1	128	1X1F_A	117	0.5374	0.4842	4.300	8.5%	| BRDG1 protein; Docking protein BRDG1, PH domain; NMR {Homo sapiens} SCOP: b.55.1.1
WP_010939961.1	78	6K5X_A	64	0.5373	0.5272	2.809	14.1%	| UPF0335 protein CCNA_03428; C. crescentus, NAPs, DNA BINDING; 2.086A {Caulobacter vibrioides (strain NA1000 / CB15N)}
WP_010938273.1	112	1O7L_B	107	0.5355	0.2877	3.322	10.3%	| TRANSCRIPTIONAL REGULATOR MODE; TRANSCRIPTION REGULATION, DNA BINDING, MOLYBDATE; HET: MOO; 2.75A {ESCHERICHIA COLI} SCOP: b.40.6.2, a.4.5.8
WP_150103619.1	67	2M6O_A	48	0.5339	0.6688	4.092	8.3%	| Uncharacterized protein; RbpA, RNAP, Sigma factor, TRANSCRIPTION; NMR {Streptomyces coelicolor}
WP_014524389.1	80	2QL8_A	72	0.5324	0.3410	4.337	9.7%	| Putative redox protein; Structural genomics, Joint Center for; HET: BEZ, EDO, MSE; 1.5A {Lactobacillus casei}
WP_011791504.1	200	3JC8_Oi	186	0.5323	0.5222	6.563	6.5%	| PilA, Type IV-A pilus assembly; motor, pilus, ring, membrane channel; HET: MEA;{Myxococcus xanthus DK 1622}
WP_010939819.1	91	6UMM_A	91	0.5323	0.2252	3.571	14.3%	| ESX-3 secretion system protein EccE3; ESX, secretion system, type VII;{Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)}
WP_010939985.1	275	5YJJ_B	256	0.5318	0.2548	5.198	5.5%	| Polyribonucleotide nucleotidyltransferase (E.C.2.7.7.8); polynucleotidyl phosphorylase, RNA degradation, Polyadenylation; HET: PO4; 2.2A {Staphylococcus epidermidis (strain ATCC 12228)}
WP_010939896.1	125	6V4X_A	106	0.5311	0.4724	3.910	5.7%	| Small nuclear ribonucleoprotein Sm D3; endonuclease, active CPSF73, U7 snRNP;{Homo sapiens}
WP_010940133.1	91	2L6Q_A	57	0.5298	0.7245	2.697	15.8%	| Head-to-tail joining protein W (GpW); gpW, fast protein folding, downhill; NMR {Enterobacteria phage lambda}
WP_010939139.1	98	3VJF_B	97	0.5296	0.5145	4.175	7.2%	| WA20; PROTEIN DESIGN, DE NOVO PROTEIN; HET: MSE; 2.2A {synthetic construct}
WP_014524652.1	72	2C0S_A	63	0.5292	0.5693	4.179	11.1%	| CONSERVED DOMAIN PROTEIN; TRANSFERASE, PHOSPHATASE, PHOSPHORYLATION, SPORULATION, BACILLUS; NMR {BACILLUS ANTHRACIS} SCOP: a.30.7.1
WP_010940483.1	140	5EY0_B	137	0.5286	0.3287	3.770	10.9%	| GTP-sensing transcriptional pleiotropic repressor CodY; GTP-sensing, pleiotropic transcription regulator, TRANSCRIPTION; HET: ILE, GTP; 1.6A {Staphylococcus aureus (strain Mu3 / ATCC 700698)}
WP_010940218.1	138	2FJC_B	137	0.5283	0.4862	4.884	5.1%	| Antigen TpF1; Mini ferritin, iron binding protein; HET: FE; 2.5A {Treponema pallidum} SCOP: a.25.1.1
WP_010938032.1	453	3TQI_A	382	0.5280	0.4666	6.079	10.2%	| GMP synthase [glutamine-hydrolyzing] (E.C.6.3.5.2); GMP synthase, LIGASE; 2.84A {Coxiella burnetii}
WP_010939173.1	580	1XFI_A	336	0.5279	0.8096	7.166	17.9%	| protein; STRUCTURAL GENOMICS, PROTEIN STRUCTURE INITIATIVE; 1.7A {Arabidopsis thaliana} SCOP: e.50.1.1
WP_010939043.1	80	1JOC_A	80	0.5249	0.4091	6.986	7.5%	| Early Endosomal Autoantigen 1; FYVE domain, inositol 3-phosphate binding; HET: ITP; 2.2A {Homo sapiens} SCOP: g.50.1.1, h.1.21.1
WP_010938331.1	169	1X91_A	151	0.5245	0.5653	3.863	7.3%	| invertase/pectin methylesterase inhibitor family protein; four-helix bundle, alpha hairpin, disulfide; 1.5A {Arabidopsis thaliana} SCOP: a.29.6.1
WP_014524399.1	1266	7JLU_A	1160	0.5218	0.5034	8.820	9.4%	| Disease resistance protein Roq1 (E.C.3.2.2.6); Resistosome, Plant Immunity, Effector, LRR;{Nicotiana benthamiana}
WP_010939962.1	79	2M3L_A	73	0.5212	0.5345	4.557	11.0%	| Protein E6; Papillomavirus E6 Proteins, HPV, Oncoprotein; HET: ZN; NMR {Human papillomavirus type 51}
WP_010940668.1	112	6PFJ_T	112	0.5208	0.3899	4.322	7.1%	| AmfC protein, RNA polymerase sigma; sigma, anti-sigma, c-di-GMP, developmental switch; HET: C2E; 2.08A {Streptomyces venezuelae (strain ATCC 10712 / CBS 650.69 / DSM 40230 / JCM 4526 / NBRC 13096 / PD 04745)}
WP_010940656.1	78	5YK5_C	74	0.5207	0.4987	4.948	17.6%	| Ragulator complex protein LAMTOR4, Ragulator; cellular signal transduction pathway, SIGNALING; 2.03A {Homo sapiens}
WP_164561555.1	114	1RUT_X	111	0.5192	0.3665	7.462	12.6%	| Fusion protein of Lmo4 protein; b-tandem zipper, LIM domain, fusion; 1.3A {Mus musculus} SCOP: g.39.1.3
WP_010937375.1	302	6Z34_A	297	0.5192	0.3983	6.619	10.1%	| CymD; FadL monoaromatic hydrocarbons biodegradation toluene; 2.27A {Pseudomonas putida}
WP_164562126.1	140	4RSJ_A	132	0.5189	0.3266	3.174	8.3%	| Chromosome partition protein Smc; Smc hinge domain with coiled; 3.5A {Pyrococcus furiosus}
WP_010937544.1	107	6VA5_A	100	0.5184	0.4635	3.383	10.0%	| TP53-binding protein 1; 53BP1, Tudor, MFP-4184, Structural Genomics; HET: QSS, SO4; 1.28A {Homo sapiens}
WP_010938972.1	578	3BJC_A	559	0.5176	0.3823	6.336	8.4%	| cGMP-specific 3',5'-cyclic phosphodiesterase (E.C.3.1.4.35); PDE5, erectile dysfunction, inhibitor design; HET: WAN; 2.0A {Homo sapiens} SCOP: a.211.1.2
WP_010939412.1	183	1YG2_A	147	0.5168	0.5260	4.519	9.5%	| gene activator AphA; virulence factor vibrio cholerae; 2.2A {Vibrio cholerae} SCOP: a.4.5.61
WP_164928121.1	79	6LUI_A	77	0.5153	0.5113	5.077	10.4%	| Atherin/DNA Complex; CpG islands transcription ; 1.781A {Homo sapiens}
WP_010939950.1	60	5E1L_A	60	0.5151	0.2017	3.328	8.3%	| Cell division protein ZapC; Z ring, cell division, Cell; 2.15A {Escherichia coli}
WP_011176612.1	989	6DC6_C	889	0.5146	0.5048	6.935	10.5%	| Ubiquitin-like modifier-activating enzyme 1 (E.C.6.2.1.45); Ubiquitin, E1, adenylation, thioester bond; HET: POP; 3.14A {Homo sapiens}
WP_010940106.1	233	4L3I_A	226	0.5135	0.3017	6.206	7.1%	| Protein regulator of cytokinesis 1; Spectrin, Helical, Coiled-coil, Microtubule binding; 3.6005A {Homo sapiens}
WP_010940669.1	528	6FXY_A	474	0.5133	0.4060	7.681	9.9%	| Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (E.C.1.14.11.4); Lysyl Hydroxylase, Galacosyltransferase, Glucosyltransferase, Collagen; HET: NAG, GOL, UDP, AKG; 2.138A {Homo sapiens}
WP_010938702.1	154	6S7O_E	135	0.5118	0.1780	4.109	10.4%	| Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (E.C.2.4.99.18); N-glycosylation, Oligosaccharyltransferase, OSTA, TRANSFERASE; HET: MAN, EGY, KZE, KZB, BMA, NAG; 3.5A {Homo sapiens}
WP_010940069.1	469	6O3E_B	454	0.5112	0.3529	5.655	5.5%	| Catenin alpha-1; catenin, cell adhesion, actin binding; 4.001A {Mus musculus}
WP_010940113.1	109	1J4W_A	106	0.5105	0.3784	4.444	7.5%	| FUSE binding protein/DNA Complex; SINGLE-STRANDED DNA BINDING PROTEIN, TRANSCRIPTION; NMR {Homo sapiens} SCOP: d.51.1.1
WP_010939314.1	121	2WNY_A	109	0.5105	0.4621	4.467	9.2%	| CONSERVED PROTEIN MTH689; UNKNOWN FUNCTION, EXOSOME SUPEROPERON; 1.95A {METHANOTHERMOBACTER THERMAUTOTROPHICUS}
WP_010937532.1	109	5LOE_A	108	0.5093	0.2805	3.319	13.9%	| GTP-sensing transcriptional pleiotropic repressor CodY; GAF, wHTH, transcriptional regulator, CodY; HET: ILE; 3.0A {Bacillus subtilis (strain 168)}
WP_010938420.1	206	3E9I_C	127	0.5092	0.2318	4.506	7.9%	| Lysyl-tRNA synthetase (E.C.6.1.1.6); aminoacyl tRNA synthetase, LIGASE, PROTEIN; HET: XAH, 1PE; 2.2A {Bacillus stearothermophilus}
WP_010938119.1	582	7BTP_B	495	0.5086	0.5551	6.129	8.9%	| Type-1 restriction enzyme EcoR124II specificity; Cryoelectron microscopy, Innate immune mechanism; 4.01A {Escherichia coli}
WP_010939921.1	193	1P35_A	187	0.5077	0.3782	5.241	9.6%	| P35, 1,2-ETHANEDIOL; APOPTOSIS, P35, CELL DEATH, BACULOVIRUS; HET: PO4, EDO; 2.2A {Autographa californica nucleopolyhedrovirus} SCOP: b.28.1.1
WP_010940099.1	109	4M70_A	105	0.5070	0.4654	4.683	8.6%	| Rx protein, Ran GTPase activating; Rx, RanGAP2, coiled coil domain; 2.103A {Solanum tuberosum}
WP_010937706.1	262	6O60_A	246	0.5067	0.3697	5.431	6.5%	| Protein prenyltransferase alpha subunit repeat-containing; F-box, Leucine-rich repeat, GGTase subunits; 2.503A {Homo sapiens}
WP_011793178.1	134	2BSZ_A	134	0.5065	0.2936	4.560	6.7%	| ARYLAMINE N-ACETYLTRANSFERASE 1 (E.C.2.3.1.5); ACYLTRANSFERASE, TRANSFERASE; 2.0A {RHIZOBIUM LOTI} SCOP: d.3.1.5
WP_010938521.1	150	4JMI_A	140	0.5052	0.4192	3.592	10.7%	| Cytohesin-2; Nucleotide Exchange Factors, Arf1, SIGNALING; 1.5A {Homo sapiens}
WP_010937571.1	184	1EF1_B	162	0.5051	0.3578	4.678	7.4%	| CRYSTAL STRUCTURE OF THE MOESIN; membrane, FERM domain, Tail domain; HET: MSE, SO4; 1.9A {Homo sapiens} SCOP: d.15.1.4, a.11.2.1, b.55.1.5
WP_010940540.1	77	1NKP_B	75	0.5050	0.4861	4.081	6.7%	| Myc proto-oncogene protein/Max protein/DNA; TRANSCRIPTION, DNA, bHLHZ, oncogene, heterodimer; 1.8A {Homo sapiens} SCOP: a.38.1.1
WP_014524207.1	77	5CW7_B	77	0.5049	0.4298	4.663	9.1%	| PaaA2, Plasmid stabilization protein ParE; toxin-antitoxin, toxin; HET: GOL, MSE; 2.827A {Escherichia coli O157}
WP_010938074.1	79	2CPN_A	78	0.5048	0.4748	5.404	10.3%	| TAR RNA-binding protein 2; double-stranded RNA binding domain, dsRBD; NMR {Homo sapiens} SCOP: d.50.1.1
WP_010938371.1	220	6EZN_H	198	0.5047	0.4213	5.037	9.1%	| Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (E.C.2.4.99.18); OST complex, oligosaccharyltransferase, N-linked glycosylation; HET: NAG, BMA, CPL, PTY, MAN;{Saccharomyces cerevisiae (strain ATCC 204508 / S288c)}
WP_010938650.1	122	3FB2_B	111	0.5042	0.3396	3.443	3.6%	| Spectrin alpha chain, brain spectrin; Spectrin alpha chain, brain spectrin; 2.3A {Homo sapiens}
WP_164928119.1	58	6BVA_E	45	0.5040	0.5799	5.052	4.4%	| S-phase kinase-associated protein 1, Lysine-specific; Ubiquitination, PROTEIN BINDING; 2.66A {Homo sapiens}
WP_164928116.1	326	4GW9_A	308	0.5037	0.3037	4.291	9.7%	| bacteriophytochrome (E.C.2.7.13.3); PHOTORECEPTOR, PAS/PAC SENSOR, BACTERIOPBHYTOCHROME, BACTERIOPHYTOCHROME; HET: BLA, MSE; 2.9A {Rhodopseudomonas palustris}
WP_010940584.1	109	4GGT_B	105	0.5026	0.4865	4.854	3.8%	| Bradavidin 2; bradavidin, avidin, oligomeric state, streptavidin; 1.693A {Bradyrhizobium japonicum}
WP_010939040.1	79	1YSM_A	71	0.5024	0.5114	3.573	9.9%	| Calcyclin-binding protein; helix-turn-helix, Metal Binding Protein; NMR {Mus musculus} SCOP: a.2.16.1
WP_010940532.1	222	3ZQB_A	217	0.5017	0.4045	5.342	7.4%	| PROTEIN PRGI, CELL INVASION PROTEIN; CELL INVASION, TYPE III SECRETION; HET: GOL; 2.4A {SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR TYPHIMURIUM}
WP_014524297.1	180	4IYK_A	155	0.5011	0.4215	5.639	14.2%	| Uncharacterized protein; PF12866 family protein, DUF3823, putative; HET: EDO; 2.0A {Bacteroides uniformis}
WP_014524400.1	470	6UPV_M	459	0.5006	0.3163	6.293	8.9%	| Catenin alpha-1, Actin, alpha skeletal; alpha-catenin, catenin, actin, mechanobiology, mechanosensing; HET: HIC, ADP; 3.2A {Gallus gallus}
WP_010939980.1	109	2OUT_A	107	0.5001	0.4319	5.576	14.0%	| Mu-like prophage FluMu protein gp35; structural genomics, Haemophilus influenzae, hypothetical; NMR {Haemophilus influenzae} SCOP: d.344.1.1, a.140.3.2
WP_010939990.1	446	5UE8_A	424	0.4998	0.2887	6.129	7.8%	| Protein unc-13 homolog A; ALPHA HELICAL, NEUROTRANSMITTER RELEASE, SNARE; 3.35A {Rattus norvegicus}
WP_010938812.1	328	6VKL_H	299	0.4997	0.2743	5.138	6.0%	| Exocyst complex component SEC3, Exocyst; EXOCYST, COILED-COIL, EXOCYTOSIS; 4.4A {Saccharomyces cerevisiae (strain ATCC 204508 / S288c)}
WP_010938817.1	330	1W7P_D	320	0.4990	0.3437	7.467	10.3%	| VPS22, YPL002C, VPS25, YJR102C, VPS36P; ESCRT-II COMPLEX, ENDOSOMAL PROTEIN SORTING; 3.6A {SACCHAROMYCES CEREVISIAE} SCOP: a.4.5.54
WP_010939872.1	135	3LXR_F	134	0.4971	0.3957	4.161	2.2%	| Transforming protein RhoA, IpgB2; IpgB2, RhoA, GTPase, GEF, GEF-GTPase-complex; HET: GDP, SO4; 1.68A {Homo sapiens}
WP_010939734.1	527	6F38_n	504	0.4970	0.2373	5.428	8.9%	| ARP1 actin related protein 1; TDH, DDH, Complex, dynein/dynactin/HOOK3, MOTOR; HET: ATP, ADP;{Sus scrofa}
WP_010938151.1	248	7JU4_A	248	0.4952	0.1897	6.218	10.1%	| Dynein regulatory complex subunit 4; cilia, native, complex, microtubule, mechanoregulation; HET: GTP, GDP, ATP, MG; 3.4A {Chlamydomonas reinhardtii}
WP_164928120.1	83	2L0K_A	75	0.4920	0.4587	3.537	6.7%	| Stage III sporulation protein D; SpoIIID, NMR solution structure, DNA; NMR {Bacillus subtilis}
WP_010939470.1	85	2BV6_A	79	0.4911	0.3362	3.696	7.6%	| HTH-TYPE TRANSCRIPTIONAL REGULATOR MGRA; TRANSCRIPTIONAL REGULATOR, MULTIDRUG RESISTANCE REGULATOR; 2.8A {STAPHYLOCOCCUS AUREUS} SCOP: a.4.5.28
