Query       	qlen	Templa    	alnlen	preTMS	preTMS2	Z-score	SID	Description
WP_010939862.1	112	PF12210.9	95	0.4294	0.4663	4.044	13.7%	| Hrs_helical ; Hepatocyte growth factor-regulated tyrosine kinase substrate
WP_014524293.1	82	PF07282.12	42	0.4285	0.4853	2.637	16.7%	| OrfB_Zn_ribbon ; Putative transposase DNA-binding domain
WP_010939875.1	99	PF00788.24	82	0.4284	0.4162	3.486	7.3%	| RA ; Ras association (RalGDS/AF-6) domain
WP_010937802.1	1015	PF11573.9	948	0.4283	0.3755	5.851	9.4%	| Med23 ; Mediator complex subunit 23
WP_010940671.1	305	PF16265.6	169	0.4279	0.5650	6.760	4.1%	| DUF4918 ; Domain of unknown function (DUF4918)
WP_164928116.1	326	PF08326.13	304	0.4274	0.2438	4.315	8.2%	| ACC_central ; Acetyl-CoA carboxylase, central region
WP_010938292.1	240	PF08886.12	223	0.4272	0.3039	4.082	8.1%	| GshA ; Glutamate-cysteine ligase
WP_010938972.1	578	PF19042.1	575	0.4262	0.2682	4.983	10.6%	| CBP110 ; Nuclear cap binding complex subunit CBP110
WP_010939901.1	78	PF09380.11	75	0.4255	0.3809	4.589	10.7%	| FERM_C ; FERM C-terminal PH-like domain
WP_010939990.1	446	PF15292.7	430	0.4232	0.2943	4.885	9.8%	| Treslin_N ; Treslin N-terminus
WP_010940531.1	130	PF15467.7	130	0.4230	0.1732	3.649	13.1%	| SGIII ; Secretogranin-3
WP_010939608.1	516	PF09960.10	311	0.4201	0.3301	6.510	9.0%	| DUF2194 ; Uncharacterised protein conserved in bacteria (DUF2194)
WP_010939470.1	85	PF09111.11	85	0.4201	0.3664	3.748	8.2%	| SLIDE ; SLIDE
WP_010938333.1	261	PF04100.13	254	0.4188	0.3156	3.708	7.9%	| Vps53_N ; Vps53-like, N-terminal
WP_010938372.1	308	PF05211.13	227	0.4175	0.4864	5.864	7.0%	| NLBH ; Neuraminyllactose-binding hemagglutinin precursor (NLBH)
WP_010940662.1	121	PF09888.10	116	0.4170	0.3682	4.183	6.0%	| DUF2115 ; Uncharacterized protein conserved in archaea (DUF2115)
WP_010939001.1	211	PF15619.7	169	0.4160	0.4369	4.483	8.9%	| Lebercilin ; Ciliary protein causing Leber congenital amaurosis disease
WP_010939461.1	337	PF07471.13	157	0.4152	0.8098	6.903	9.6%	| Phage_Nu1 ; Phage DNA packaging protein Nu1
WP_010939469.1	229	PF17244.3	183	0.4151	0.4251	4.757	7.1%	| CDC24_OB3 ; Cell division control protein 24, OB domain 3
WP_010940233.1	59	PF13895.7	55	0.4144	0.3690	4.231	12.7%	| Ig_2 ; Immunoglobulin domain
WP_014524322.1	96	PF07200.14	96	0.4139	0.3255	3.441	6.2%	| Mod_r ; Modifier of rudimentary (Mod(r)) protein
WP_010940584.1	109	PF18067.2	85	0.4105	0.4402	3.571	14.1%	| Lipase_C ; Lipase C-terminal domain
WP_010938946.1	99	PF01246.21	60	0.4100	0.5636	4.200	18.3%	| Ribosomal_L24e ; Ribosomal protein L24e
WP_014524401.1	328	PF08878.12	199	0.4069	0.5548	6.245	10.1%	| DUF1837 ; Domain of unknown function (DUF1837)
WP_011792423.1	149	PF03194.16	147	0.4063	0.3040	3.891	10.9%	| LUC7 ; LUC7 N_terminus
WP_010939451.1	225	PF03355.15	219	0.4063	0.3770	4.484	7.8%	| Pox_TAP ; Viral Trans-Activator Protein
WP_010938370.1	196	PF02720.18	194	0.4063	0.2996	4.152	7.7%	| DUF222 ; Domain of unknown function (DUF222)
WP_010938791.1	89	PF10769.10	73	0.4060	0.4525	4.441	12.3%	| DUF2594 ; Protein of unknown function (DUF2594)
WP_010937679.1	230	PF06109.14	221	0.4041	0.3559	4.275	5.4%	| HlyE ; Haemolysin E (HlyE)
WP_014524680.1	124	PF03977.14	68	0.4036	0.1578	3.653	27.9%	| OAD_beta ; Na+-transporting oxaloacetate decarboxylase beta subunit
WP_010939407.1	220	PF08687.12	196	0.4034	0.3364	4.423	6.1%	| ASD2 ; Apx/Shroom domain ASD2
WP_164928135.1	53	PF09178.11	49	0.4028	0.4140	4.133	12.2%	| DUF1945 ; Domain of unknown function (DUF1945)
WP_010938815.1	342	PF02092.18	324	0.4028	0.2977	3.928	11.7%	| tRNA_synt_2f ; Glycyl-tRNA synthetase beta subunit
WP_014524324.1	88	PF02580.17	88	0.3994	0.3020	3.812	13.6%	| Tyr_Deacylase ; D-Tyr-tRNA(Tyr) deacylase
WP_014524394.1	588	PF00604.18	549	0.3979	0.3422	5.423	6.9%	| Flu_PB2 ; Influenza RNA-dependent RNA polymerase subunit PB2
WP_010938424.1	157	PF10669.10	120	0.3976	0.4547	3.421	5.8%	| Phage_Gp23 ; Protein gp23 (Bacteriophage A118)
WP_010937793.1	109	PF11682.9	104	0.3972	0.3600	4.502	9.6%	| zinc_ribbon_11 ; Probable zinc-ribbon
WP_010938426.1	137	PF05149.13	135	0.3968	0.2630	2.938	7.4%	| Flagellar_rod ; Paraflagellar rod protein
WP_010938800.1	135	PF09674.11	126	0.3962	0.2926	3.041	10.3%	| DUF2400 ; Protein of unknown function (DUF2400)
WP_010940100.1	112	PF00666.18	96	0.3958	0.4192	3.887	5.2%	| Cathelicidins ; Cathelicidin
WP_010938834.1	75	PF15786.6	66	0.3945	0.4092	3.637	13.6%	| PET117 ; PET assembly of cytochrome c oxidase, mitochondrial
WP_010939969.1	139	PF13851.7	138	0.3944	0.3340	4.561	5.8%	| GAS ; Growth-arrest specific micro-tubule binding
WP_010938850.1	797	PF17825.2	705	0.3943	0.2691	6.355	6.0%	| DUF5587 ; Family of unknown function (DUF5587)
WP_010940601.1	389	PF16172.6	350	0.3941	0.3660	5.936	11.1%	| DOCK_N ; DOCK N-terminus
WP_014524220.1	301	PF16434.6	196	0.3940	0.3409	6.192	10.7%	| DUF5031 ; Domain of unknown function (DUF5031)
WP_014524569.1	173	PF05266.15	150	0.3931	0.3767	4.472	8.0%	| DUF724 ; Protein of unknown function (DUF724)
WP_014524645.1	138	PF11023.9	103	0.3907	0.4478	5.301	12.6%	| DUF2614 ; Zinc-ribbon containing domain
WP_010939993.1	149	PF03245.14	133	0.3899	0.3996	4.047	9.0%	| Phage_lysis ; Bacteriophage Rz lysis protein
WP_150103631.1	77	PF11835.9	75	0.3895	0.3686	5.932	9.3%	| RRM_8 ; RRM-like domain
WP_010938326.1	323	PF02101.16	257	0.3892	0.3384	5.910	6.6%	| Ocular_alb ; Ocular albinism type 1 protein
WP_010939016.1	138	PF12763.8	95	0.3883	0.4645	3.294	9.5%	| EF-hand_4 ; Cytoskeletal-regulatory complex EF hand
WP_041722649.1	61	PF12967.8	60	0.3882	0.2031	3.250	13.3%	| DUF3855 ; Domain of Unknown Function with PDB structure (DUF3855)
WP_010939229.1	77	PF15553.7	67	0.3877	0.2404	2.853	14.9%	| TEX19 ; Testis-expressed protein 19
WP_014524383.1	389	PF09481.11	352	0.3872	0.3377	5.097	9.7%	| CRISPR_Cse1 ; CRISPR-associated protein Cse1 (CRISPR_cse1)
WP_011176581.1	1131	PF15376.7	1031	0.3852	0.3542	3.732	9.6%	| DUF4603 ; Domain of unknown function (DUF4603)
WP_010938665.1	290	PF19165.1	266	0.3847	0.3083	5.618	6.8%	| DUF5847 ; Family of unknown function (DUF5847)
WP_010940477.1	400	PF12228.9	284	0.3828	0.2880	6.557	11.6%	| DUF3604 ; Protein of unknown function (DUF3604)
WP_010940130.1	115	PF16922.6	49	0.3817	0.6888	3.951	20.4%	| SLD5_C ; DNA replication complex GINS protein SLD5 C-terminus
WP_010940659.1	419	PF15292.7	418	0.3802	0.2582	3.459	8.4%	| Treslin_N ; Treslin N-terminus
WP_010939409.1	85	PF16830.6	85	0.3792	0.3718	4.128	2.4%	| NBD94 ; Nucleotide-Binding Domain 94 of RH
WP_014524534.1	250	PF10474.10	211	0.3791	0.3969	4.779	9.5%	| DUF2451 ; Protein of unknown function C-terminus (DUF2451)
WP_010939435.1	116	PF00572.19	114	0.3791	0.3753	3.666	5.3%	| Ribosomal_L13 ; Ribosomal protein L13
WP_014524624.1	671	PF09763.10	664	0.3782	0.3408	4.476	6.5%	| Sec3_C ; Exocyst complex component Sec3
WP_010937564.1	184	PF15146.7	171	0.3782	0.2188	3.983	9.4%	| FANCAA ; Fanconi anemia-associated
WP_014524179.1	284	PF01718.17	284	0.3777	0.2599	3.422	8.1%	| Orbi_NS1 ; Orbivirus non-structural protein NS1, or hydrophobic tubular protein
WP_010940484.1	109	PF03938.15	109	0.3775	0.3260	3.305	7.3%	| OmpH ; Outer membrane protein (OmpH-like)
WP_010937511.1	106	PF14000.7	46	0.3771	0.3189	4.161	19.6%	| Packaging_FI ; DNA packaging protein FI
WP_014524341.1	315	PF00837.18	245	0.3768	0.4294	4.977	7.3%	| T4_deiodinase ; Iodothyronine deiodinase
WP_010938986.1	192	PF05895.13	111	0.3761	0.1477	4.887	16.2%	| DUF859 ; Siphovirus protein of unknown function (DUF859)
WP_014524532.1	350	PF10359.10	313	0.3748	0.2955	4.054	9.6%	| Fmp27_WPPW ; RNA pol II promoter Fmp27 protein domain
WP_010938411.1	126	PF09756.10	120	0.3737	0.2981	4.928	10.8%	| DDRGK ; DDRGK domain
WP_010939335.1	487	PF12877.8	424	0.3702	0.2934	5.197	9.0%	| DUF3827 ; Domain of unknown function (DUF3827)
WP_010937571.1	184	PF07970.13	146	0.3697	0.3267	3.767	6.2%	| COPIIcoated_ERV ; Endoplasmic reticulum vesicle transporter
WP_010939898.1	183	PF03542.17	145	0.3689	0.2473	4.567	9.7%	| Tuberin ; Tuberin
WP_010940510.1	83	PF00169.30	83	0.3678	0.3198	5.023	6.0%	| PH ; PH domain
WP_010937378.1	102	PF04699.15	100	0.3672	0.2878	3.427	14.0%	| P16-Arc ; ARP2/3 complex 16 kDa subunit (p16-Arc)
WP_014524365.1	83	PF15409.7	80	0.3669	0.3580	4.819	7.5%	| PH_8 ; Pleckstrin homology domain
WP_164928119.1	58	PF17230.3	58	0.3649	0.2117	4.236	8.6%	| DUF5304 ; Family of unknown function (DUF5304)
WP_010939325.1	60	PF07524.14	60	0.3602	0.3297	3.861	5.0%	| Bromo_TP ; Bromodomain associated
WP_014524482.1	159	PF14719.7	146	0.3593	0.3313	4.192	12.3%	| PID_2 ; Phosphotyrosine interaction domain (PTB/PID)
WP_010940303.1	293	PF06219.13	284	0.3570	0.2847	4.042	10.6%	| DUF1005 ; Protein of unknown function (DUF1005)
WP_010940525.1	203	PF13093.7	200	0.3553	0.3037	3.651	8.5%	| FTA4 ; Kinetochore complex Fta4 of Sim4 subunit, or CENP-50
WP_014524297.1	180	PF14633.7	176	0.3551	0.3270	5.305	4.5%	| SH2_2 ; SH2 domain
WP_010938318.1	406	PF00443.30	385	0.3535	0.3328	5.358	8.3%	| UCH ; Ubiquitin carboxyl-terminal hydrolase
WP_010938472.1	145	PF09687.11	123	0.3530	0.3812	4.728	5.7%	| PRESAN ; Plasmodium RESA N-terminal
WP_010940357.1	67	PF01363.22	61	0.3517	0.3517	5.250	9.8%	| FYVE ; FYVE zinc finger
WP_010937839.1	47	PF02609.17	46	0.3491	0.3452	3.445	8.7%	| Exonuc_VII_S ; Exonuclease VII small subunit
WP_010939462.1	176	PF18304.2	168	0.3487	0.2584	5.875	10.1%	| SabA_adhesion ; SabA N-terminal extracellular adhesion domain
WP_010939618.1	106	PF14593.7	94	0.3486	0.3536	4.002	4.3%	| PH_3 ; PH domain
WP_014524319.1	162	PF15743.6	152	0.3479	0.3581	4.781	7.9%	| SPATA1_C ; Spermatogenesis-associated C-terminus
WP_010939029.1	323	PF15799.6	322	0.3458	0.2572	4.310	9.0%	| CCD48 ; Coiled-coil domain-containing protein 48
WP_010939007.1	279	PF12309.9	270	0.3454	0.3107	4.265	9.3%	| KBP_C ; KIF-1 binding protein C terminal
WP_010939113.1	90	PF18718.2	87	0.3439	0.3164	4.133	8.0%	| CxC5 ; CxC5 like cysteine cluster associated with KDZ transposases
WP_010939744.1	160	PF03999.13	148	0.3428	0.1552	4.238	8.8%	| MAP65_ASE1 ; Microtubule associated protein (MAP65/ASE1 family)
WP_010939397.1	134	PF09476.11	85	0.3425	0.2492	4.172	11.8%	| Pilus_CpaD ; Pilus biogenesis CpaD protein (pilus_cpaD)
WP_014524686.1	271	PF01499.17	264	0.3416	0.2223	3.396	8.7%	| Herpes_UL25 ; Herpesvirus UL25 family
WP_014524282.1	426	PF12297.9	366	0.3389	0.3399	4.560	5.5%	| EVC2_like ; Ellis van Creveld protein 2 like protein
WP_010937545.1	187	PF14953.7	184	0.3350	0.2557	3.566	8.2%	| DUF4504 ; Domain of unknown function (DUF4504)
WP_010938685.1	155	PF18641.2	154	0.3342	0.3060	4.058	2.6%	| LidA_Long_CC ; LidA long coiled-coil domain
WP_010938818.1	72	PF00564.25	72	0.3313	0.3194	5.903	9.7%	| PB1 ; PB1 domain
WP_010939024.1	64	PF07647.18	51	0.3308	0.3289	4.241	7.8%	| SAM_2 ; SAM domain (Sterile alpha motif)
WP_010938804.1	86	PF00651.32	73	0.3294	0.3009	3.874	6.8%	| BTB ; BTB/POZ domain
WP_010938206.1	979	PF17825.2	729	0.3291	0.2571	4.335	6.4%	| DUF5587 ; Family of unknown function (DUF5587)
WP_010939082.1	67	PF16360.6	63	0.3258	0.2941	3.277	4.8%	| GTP-bdg_M ; GTP-binding GTPase Middle Region
WP_010939151.1	46	PF02495.18	42	0.3247	0.3099	3.872	9.5%	| TGBp3 ; Triple gene block 3
WP_010939890.1	270	PF00064.19	261	0.3177	0.2844	5.256	9.6%	| Neur ; Neuraminidase
WP_014524436.1	210	PF14719.7	179	0.3158	0.3352	5.512	7.3%	| PID_2 ; Phosphotyrosine interaction domain (PTB/PID)
WP_010937889.1	74	PF17376.3	72	0.3140	0.3039	4.327	6.9%	| DUF5398 ; Family of unknown function (DUF5398)
WP_014524445.1	142	PF15146.7	135	0.3127	0.1623	4.692	11.9%	| FANCAA ; Fanconi anemia-associated
WP_164928147.1	51	PF13765.7	49	0.3124	0.3124	5.737	6.1%	| PRY ; SPRY-associated domain
WP_164561638.1	48	PF18499.2	48	0.3086	0.3073	3.228	4.2%	| Cue1_U7BR ; Ubc7p-binding region of Cue1
WP_010939010.1	117	PF12017.9	111	0.3067	0.2193	3.290	13.5%	| Tnp_P_element ; Transposase protein
WP_010938459.1	63	PF08912.12	63	0.3049	0.3019	4.352	6.3%	| Rho_Binding ; Rho Binding
WP_010939869.1	147	PF01338.19	146	0.3029	0.2401	4.366	6.2%	| Bac_thur_toxin ; Bacillus thuringiensis toxin
WP_014524284.1	62	PF00130.23	53	0.2960	0.3139	4.680	9.4%	| C1_1 ; Phorbol esters/diacylglycerol binding domain (C1 domain)
WP_164928137.1	63	PF01847.17	61	0.2948	0.2793	5.890	11.5%	| VHL ; VHL beta domain
WP_014524200.1	217	PF02138.19	208	0.2863	0.2475	4.422	7.2%	| Beach ; Beige/BEACH domain
WP_041722671.1	226	PF15242.7	225	0.2838	0.2439	4.511	9.3%	| FAM53 ; Family of FAM53
WP_011791744.1	72	PF08178.12	54	0.2834	0.3100	3.285	9.3%	| GnsAB_toxin ; GnsA/GnsB toxin of bacterial toxin-antitoxin system
WP_010939004.1	114	PF11835.9	89	0.2784	0.3100	4.525	11.2%	| RRM_8 ; RRM-like domain
WP_164561858.1	49	PF17426.3	49	0.2463	0.1629	2.398	16.3%	| Putative_G5P ; Putative Gamma DNA binding protein G5P
WP_150103622.1	88	PF00436.26	86	0.2217	0.2086	2.868	11.6%	| SSB ; Single-strand binding protein family
