Query       	qlen	Templa	alnlen	Prob	E-value	SID	Neff	Description
WP_010939826.1	122	1EA4_F	45	90.10	0.011	24%	2.13014	| TRANSCRIPTIONAL REPRESSOR COPG; TRANSCRIPTIONAL REPRESSOR, DNA-BINDING PROTEIN, PLASMID; 2.95A {STREPTOCOCCUS AGALACTIAE} SCOP: a.43.1.3
WP_010937511.1	106	5GHR_B	53	90.76	0.012	15%	1	| SsDNA-specific exonuclease, Putative uncharacterized protein; DNA replication, DNA BINDING PROTEIN-REPLICATION; HET: SO4, MSE; 2.509A {Thermococcus kodakarensis}
WP_010939900.1	123	1WOC_C	94	89.37	0.013	18%	1	| Primosomal replication protein n; Oligonucleotide Binding fold, DNA BINDING; 2.0A {Escherichia coli}
WP_010937830.1	138	2HC5_A	106	90.67	0.015	17%	6.29404	| Hypothetical protein yvyC; NESG, GFT-NMR, PSI, Protein Structure; NMR {Bacillus subtilis} SCOP: d.352.1.1
WP_010937920.1	96	4HSP_A	95	90.54	0.015	14%	6.55876	| hypothetical protein; PF11736 family protein, DUF3299, Structural; HET: EDO; 2.45A {Pseudomonas aeruginosa}
WP_010939892.1	115	3JC8_Oa	100	90.08	0.015	10%	6.1978	| PilA, Type IV-A pilus assembly; motor, pilus, ring, membrane channel; HET: MEA;{Myxococcus xanthus DK 1622}
WP_010938798.1	82	3CI9_A	47	90.29	0.017	17%	6.02774	| Heat shock factor-binding protein 1; triple helix, Nucleus, TRANSCRIPTION; 1.8A {Homo sapiens}
WP_014524444.1	107	3JC8_Oa	107	88.46	0.017	13%	1.75638	| PilA, Type IV-A pilus assembly; motor, pilus, ring, membrane channel; HET: MEA;{Myxococcus xanthus DK 1622}
WP_014524297.1	180	5D0O_E	120	88.89	0.018	13%	2.12094	| Outer membrane protein assembly factor; E.coli, Bacterial outer membrane beta; 2.9A {Escherichia coli}
WP_010938650.1	122	5EU0_B	65	89.73	0.019	5%	4.41578	| Bartonella effector protein (Bep) substrate; AMPylation, adenylylation, Fic proteins, toxin-antitoxin; HET: SO4; 1.6A {Bartonella rochalimae ATCC BAA-1498}
WP_010940540.1	77	3T38_B	72	88.73	0.02	13%	2.30768	| Arsenate Reductase (E.C.1.-.-.-); Low molecular weight tyrosine phosphatase; HET: MSE; 2.2A {Corynebacterium glutamicum}
WP_014524401.1	328	2VLD_A	237	89.77	0.021	14%	7.16766	| UPF0286 PROTEIN PYRAB01260; ENDONUCLEASE, HYDROLASE; 2.6A {PYROCOCCUS ABYSSI}
WP_014524588.1	299	6H9N_B	103	89.43	0.025	10%	8.60378	| Cell division protein FtsQ, Cell; bacterial cell division, divisome, CELL; 2.6A {Escherichia coli K-12}
WP_010939444.1	69	5GHR_B	50	89.28	0.026	10%	5.86755	| SsDNA-specific exonuclease, Putative uncharacterized protein; DNA replication, DNA BINDING PROTEIN-REPLICATION; HET: SO4, MSE; 2.509A {Thermococcus kodakarensis}
WP_010938143.1	76	4G1A_C	32	89.59	0.027	34%	4.01038	| AQ-C16C19 peptide; helical bundles, metallopeptide complexes, polynuclear; 1.85A {N/A}
WP_010939971.1	93	3JC8_Oa	93	88.95	0.027	13%	8.56102	| PilA, Type IV-A pilus assembly; motor, pilus, ring, membrane channel; HET: MEA;{Myxococcus xanthus DK 1622}
WP_010940224.1	99	1NA3_B	89	86.58	0.031	17%	4.27674	| designed protein CTPR2; design, TPR, DE NOVO PROTEIN; HET: IPT; 1.55A {unidentified} SCOP: k.38.1.1
WP_014524572.1	73	1Q90_R	40	87.88	0.032	23%	2.78893	| Apocytochrome f, Cytochrome b6, Cytochrome; MEMBRANE PROTEIN COMPLEX, PHOTOSYNTHESIS, ELECTRON; HET: SQD, LFA, BCR, TDS, LMG, HEM, CLA; 3.1A {Chlamydomonas reinhardtii} SCOP: f.23.12.1
WP_010939043.1	80	5M3K_B	55	86.78	0.033	20%	1	| PhlA, 2,4-diacetylphloroglucinol biosynthesis protein PhlB; acyltransferase, Pseudomonas protegens, PhlABC, multi-component; HET: SCY; 2.83A {Pseudomonas fluorescens}
WP_010940483.1	140	3MZY_A	131	87.61	0.036	10%	7.66403	| RNA polymerase sigma-H factor; PSI, MCSG, Structural Genomics, Midwest; 2.5A {Fusobacterium nucleatum subsp. nucleatum}
WP_010939397.1	134	5CYB_A	100	87.31	0.037	13%	5.74623	| Lipoprotein; lipocalin, lipoprotein, PccL, virulence, transport; HET: GOL; 2.1A {Streptococcus pneumoniae}
WP_164561408.1	157	2OG0_B	49	87.84	0.037	12%	8.03414	| Excisionase/DNA Complex; PROTEIN-DNA COMPLEX, DNA ARCHITECTURAL PROTEIN; 1.9A {Enterobacteria phage lambda} SCOP: a.6.1.7
WP_010937793.1	109	3WWN_B	54	86.23	0.038	15%	2.89768	| Putative acetylglutamate kinase-like protein, OrfF; Zinc finger, Amino acid kinase; 1.85A {Thermus thermophilus HB27}
WP_010939843.1	51	5MX2_R	36	88.29	0.038	22%	7.24566	| Photosystem II protein D1 1; Photosynthesis, Metal Cluster, EDTA, Hydroxylamine; HET: LMG, BCR, PL9, LFA, CLA, DGD, PHO, SQD, HEM, LHG; 2.197A {Thermosynechococcus elongatus (strain BP-1)}
WP_010938405.1	183	6J0N_f	180	86.66	0.041	15%	5.57394	| Pvc1, Pvc9, Pvc11, Pvc12, Pvc4; assembly, Photorhabdus asymbiotica, PVC, contractile; 3.5A {Photorhabdus asymbiotica subsp. asymbiotica (strain ATCC 43949 / 3105-77)}
WP_010937378.1	102	1C75_A	59	83.32	0.05	17%	1	| CYTOCHROME C-553; C-553, HEME, CYTOCHROME, BACILLUS PASTEURII; HET: HEM; 0.97A {Sporosarcina pasteurii} SCOP: a.3.1.1
WP_010939082.1	67	2MFR_A	53	86.18	0.051	23%	3.81331	| Insulin receptor (E.C.2.7.10.1); insulin recepotr, membrane protein, detergent; NMR {Homo sapiens}
WP_010937706.1	262	3BEE_B	88	84.42	0.058	10%	5.92623	| Putative YfrE protein; putaive YfrE protein, Vibrio parahaemolyticus; HET: EDO, MSE; 2.15A {Vibrio parahaemolyticus RIMD 2210633}
WP_010940664.1	94	2K9Q_A	77	82.61	0.062	8%	1	| uncharacterized protein; all helix, helix-turn-helix, Plasmid, Structural; NMR {Bacteroides thetaiotaomicron}
WP_014524461.1	79	4RGI_A	69	83.89	0.062	13%	1.40802	| Uncharacterized protein; Chicago Center for Functional Annotation; HET: GOL; 1.732A {Yersinia pestis}
WP_010937545.1	187	1SPW_A	38	83.35	0.063	16%	2.1431	| Rubredoxin; Truncated loop, ELECTRON TRANSPORT; NMR {Desulfovibrio gigas}
WP_010939412.1	183	3HE5_E	49	86.18	0.064	12%	4.81091	| SYNZIP1, SYNZIP2; heterodimeric coiled-coil, DE NOVO PROTEIN; 1.75A {artificial gene}
WP_010938950.1	64	6UKA_B	60	85.23	0.067	15%	5.31704	| Rho-related GTP-binding protein RhoG, Engulfment; RHOG, ELMO, RBD, complex, CELL; HET: GNP; 2.4A {Homo sapiens}
WP_011792721.1	105	2LXF_A	82	84.41	0.075	10%	5.21532	| Uncharacterized protein; Beaver fever, giardiasis, Seattle Structural; NMR {Giardia lamblia}
WP_010939972.1	71	2XZR_A	71	85.02	0.076	8%	5.31618	| IMMUNOGLOBULIN-BINDING PROTEIN EIBD; CELL ADHESION, TRIMERIC AUTOTRANSPORTER ADHESIN; 2.8A {ENTEROBACTERIA PHAGE P-EIBD}
WP_010940659.1	419	4G6T_B	73	85.38	0.076	21%	4.8811	| Type III chaperone protein ShcA; Chaperone Effector, secretion chaperone, CHAPERONE; 1.56A {Pseudomonas syringae pv. tomato}
WP_010939139.1	98	5LO4_A	36	85.17	0.081	6%	6.29103	| PPa-CH3; Designed miniprotein CH-pi interactions weak; HET: 4PH, ACE, NH2; NMR {N/A}
WP_164561638.1	48	6ITH_A	38	84.64	0.085	13%	2.93427	| Syndecan-2; membrane protein, DPC, micelles; NMR {Homo sapiens}
WP_010937444.1	240	1QYS_A	96	85.21	0.086	15%	4.86235	| TOP7; alpha-beta, computationally designed, novel fold; 2.5A {Computationally Designed Sequence} SCOP: k.41.1.1
WP_010939305.1	179	3FOV_A	115	84.18	0.091	12%	8.09109	| UPF0102 protein RPA0323; structural genomics, APC7380, PSI-2, Protein; 1.88A {Rhodopseudomonas palustris}
WP_010940044.1	90	5J0J_C	67	83.86	0.11	22%	2.34702	| designed protein 2L6HC3_6; rosetta, de novo design, DE; 2.256A {synthetic construct}
WP_010940130.1	115	5GHS_D	52	81.43	0.12	17%	2.5	| SsDNA-specific exonuclease, Putative uncharacterized protein; DNA replication, DNA BINDING PROTEIN-REPLICATION; HET: SO4; 2.591A {Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1)}
WP_010940672.1	356	6BQW_F	116	80.27	0.12	15%	4.86984	| Bacterial actin AlfA; actin, plasmid segregation, filament, CYTOSOLIC; HET: ANP; 4.2A {Bacillus subtilis}
WP_014524324.1	88	4WWB_A	62	79.47	0.12	13%	2.66955	| CnrXs; Nickel sensor, metal binding protein; 1.11A {Ralstonia metallidurans}
WP_164928115.1	81	1M36_A	32	76.69	0.12	25%	1	| Monocytic leukemia zinc finger protein; zinc finger, acetyl transferase, DNA; HET: ZN; NMR {Homo sapiens} SCOP: g.37.1.2
WP_010939961.1	78	5VID_F	58	82.72	0.13	28%	3.43756	| Botulinum neurotoxin type B (E.C.3.4.24.69); mini-protein binder, inhibitor, TOXIN; 2.75A {Clostridium botulinum}
WP_011793178.1	134	3ISR_B	123	80.16	0.13	11%	5.04619	| Transglutaminase-like enzymes, putative cysteine protease; Transglutaminase, cysteine, protease, cytophaga, hutchinsonii; HET: MSE; 1.9A {Cytophaga hutchinsonii}
WP_010937839.1	47	2RDD_B	30	79.97	0.14	10%	4.66176	| Acriflavine resistance protein B, UPF0092; DRUG RESISTANCE, MULTIDRUG EFFLUX, TRANSPORTER; HET: AIC; 3.5A {Escherichia coli}
WP_010938471.1	125	2Z0L_F	114	81.00	0.16	12%	7.27946	| Early antigen protein D; alpha/beta protein, Activator, DNA-binding, Early; HET: MSE; 2.9A {Human herpesvirus 4}
WP_010940656.1	78	4G6T_B	31	80.75	0.16	29%	3.21046	| Type III chaperone protein ShcA; Chaperone Effector, secretion chaperone, CHAPERONE; 1.56A {Pseudomonas syringae pv. tomato}
WP_010938434.1	79	5VID_F	59	81.26	0.17	20%	3.37974	| Botulinum neurotoxin type B (E.C.3.4.24.69); mini-protein binder, inhibitor, TOXIN; 2.75A {Clostridium botulinum}
WP_010939325.1	60	2VR0_F	58	75.79	0.18	19%	2.21109	| CYTOCHROME C NITRITE REDUCTASE, CATALYTIC; QUINOL DEHYDROGENASE, OXIDOREDUCTASE, HQNO, NRFH; HET: HEM, HQO; 2.8A {DESULFOVIBRIO VULGARIS}
WP_011176670.1	159	6XY1_C	32	80.62	0.18	13%	5.55202	| 4-KE-4; coiled coil, tetramer, parallel, de; HET: ACE; 1.5A {N/A}
WP_010938912.1	140	4OK9_A	96	78.54	0.19	15%	3.60575	| Hut operon positive regulatory protein; Antitermination, Single stranded RNA binding; HET: HIS; 1.91A {Geobacillus thermodenitrificans}
WP_010939909.1	246	3ZBI_L	48	78.76	0.19	17%	4.88497	| TRAF PROTEIN, TRAO PROTEIN, TRAN; CELL ADHESION, BACTERIAL SECRETION; 8.5A {ESCHERICHIA COLI}
WP_010940206.1	80	1GCM_C	34	78.14	0.2	18%	2.08765	| GCN4P-II; HYDROPHOBIC CORE MUTANT, TRANSCRIPTION REGULATION; 1.8A {Saccharomyces cerevisiae} SCOP: h.1.3.1
WP_014524293.1	82	3WWN_B	52	74.44	0.2	27%	2.35211	| Putative acetylglutamate kinase-like protein, OrfF; Zinc finger, Amino acid kinase; 1.85A {Thermus thermophilus HB27}
WP_010939475.1	126	3MZY_A	122	74.05	0.22	12%	4.86061	| RNA polymerase sigma-H factor; PSI, MCSG, Structural Genomics, Midwest; 2.5A {Fusobacterium nucleatum subsp. nucleatum}
WP_014524383.1	389	2HEQ_A	82	78.28	0.24	26%	4.73729	| YorP protein; SH3-like, BSU2030, YorP, NESG, Structural; NMR {Bacillus subtilis} SCOP: b.34.20.1
WP_014524207.1	77	4AYB_P	47	74.58	0.25	19%	5.55883	| DNA-DIRECTED RNA POLYMERASE (E.C.2.7.7.6); TRANSFERASE, MULTI-SUBUNIT, TRANSCRIPTION; HET: ZN; 3.202A {SULFOLOBUS SHIBATAE}
WP_014524456.1	45	5OK8_A	40	71.59	0.26	23%	1	| LPP20 lipoprotein; Virulence factor  Helicobacter pylori; HET: EPE; 1.874A {Helicobacter pylori (strain J99 / ATCC 700824)}
WP_014524482.1	159	1DP7_P	71	68.27	0.28	18%	1.12002	| MHC CLASS II TRANSCRIPTION FACTOR; WINGED HELIX, MHC CLASS II; 1.5A {N/A} SCOP: a.4.5.20
WP_010939151.1	46	2Z1A_A	44	70.75	0.29	18%	3.20179	| 5'-nucleotidase (E.C.3.1.3.5); nucleotidase, Metal-binding, Nucleotide-binding, Hydrolase, Structural; HET: THM; 1.75A {Thermus thermophilus} SCOP: d.114.1.1, d.159.1.2
WP_010940586.1	91	6ITH_A	40	76.59	0.29	18%	7.09656	| Syndecan-2; membrane protein, DPC, micelles; NMR {Homo sapiens}
WP_010939819.1	91	5CFI_A	89	68.36	0.3	11%	2.00141	| Ap4A hydrolase (E.C.3.6.1.17); Ap4A, Nudix hydrolyse, Plasmodium, Purinergic; 2.6A {Plasmodium falciparum (isolate 3D7)}
WP_010938292.1	240	3ZBI_L	48	74.80	0.31	19%	5.99361	| TRAF PROTEIN, TRAO PROTEIN, TRAN; CELL ADHESION, BACTERIAL SECRETION; 8.5A {ESCHERICHIA COLI}
WP_010938531.1	206	3KNT_C	165	71.78	0.32	12%	4.88386	| N-glycosylase/DNA lyase (E.C.3.2.2.-, 4.2.99.18)/DNA complex; protein-DNA complex, OGG, HELIX-HAIRPIN-HELIX, GLYCOSYLASE; HET: 8OG; 2.7A {Methanocaldococcus jannaschii}
WP_010939469.1	229	2KDX_A	107	71.03	0.32	16%	3.46817	| Hydrogenase/urease nickel incorporation protein hypA; metallochaperone, hydrogenase, Metal-binding, Nickel, METAL-BINDING; HET: ZN; NMR {Helicobacter pylori}
WP_010939010.1	117	6PX3_S	106	73.12	0.33	17%	4.04263	| Histone H3, Histone H4, Ubiquitin-60S; Set2, nucleosome, chromatin, KMT, GENE;{Xenopus laevis}
WP_014524242.1	49	5VID_G	41	75.92	0.33	29%	4.0091	| Botulinum neurotoxin type B (E.C.3.4.24.69); mini-protein binder, inhibitor, TOXIN; 2.75A {Clostridium botulinum}
WP_010938872.1	116	5J0K_A	80	74.04	0.4	21%	4.28893	| designed protein 2L4HC2_23; rosetta, de novo design, DE; 1.54A {synthetic construct}
WP_010938473.1	185	6S3D_N	71	73.56	0.42	20%	4.32943	| Heavy Chain, Light Chain, S0_2.126; hRSV, D25, Fab fragment, ANTIVIRAL; 3.0A {Homo sapiens}
WP_011792318.1	157	6JIE_A	80	69.03	0.42	10%	2.9437	| YaeO; Rho specific Inhibitor of Transcription; 1.75A {Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395)}
WP_011176733.1	100	1YBX_A	88	68.57	0.43	18%	2.49045	| Conserved hypothetical protein; conserved hypothetical protein, Clostridium thermocellum; HET: MSE; 1.8A {Clostridium thermocellum}
WP_014524246.1	130	5X6O_G	117	67.80	0.44	14%	2.04224	| Serine/threonine-protein kinase MEC1 (E.C.2.7.11.1), DNA; ATR/Mec1, Kinase, Dimeric, TRANSFERASE, TRANSFERASE-DNA; 3.9A {Saccharomyces cerevisiae (strain ATCC 204508 / S288c)}
WP_014524554.1	160	5U59_A	31	71.06	0.45	16%	5.54822	| Designed dimeric coiled coil peptide; designed peptide, synthetic, metal coordination; HET: 7WJ, CIT; 2.2A {N/A}
WP_010940601.1	389	5Z1L_L	203	71.00	0.46	14%	8.65824	| Flagellin; Archaellum, archea, flagellum, metal binding;{Methanococcus maripaludis (strain S2 / LL)}
WP_014524380.1	202	3KGK_B	105	69.12	0.46	14%	6.24371	| Arsenical resistance operon trans-acting repressor; alpha+beta, Arsenical resistance, Chaperone, DNA-binding; 1.4A {Escherichia coli}
WP_010940233.1	59	6KGX_e3	59	69.66	0.49	32%	1	| Phycoerythrin alpha subunit, B-phycoerythrin beta; phycobilisome, Complex, PHOTOSYNTHESIS; HET: MEN, PEB, PUB, CYC; 2.8A {Porphyridium purpureum}
WP_010939470.1	85	1RWJ_A	62	64.36	0.51	13%	1.35952	| Cytochrome c family protein; multiheme cytochrome c, cytochrome c7; HET: HEM; 1.7A {Geobacter sulfurreducens} SCOP: a.138.1.1
WP_010938676.1	71	3D55_C	69	63.52	0.52	17%	2.32353	| Uncharacterized protein Rv3357/MT3465; Tetramer, Toxin neutraliser, TOXIN INHIBITOR; HET: SO4; 2.13A {Mycobacterium tuberculosis}
WP_010939166.1	213	3KTB_A	100	67.24	0.52	13%	5.93237	| Arsenical resistance operon trans-acting repressor; alpha-beta-alpha sandwich, helix-turn-helix, Structural Genomics; HET: GOL; 2.1A {Bacteroides vulgatus}
WP_010939993.1	149	3A0B_x	34	69.10	0.52	26%	1	| Photosystem Q(B) protein, Photosystem II; MULTI-MEMBRANE PROTEIN COMPLEX, Electron transport; HET: OEC, PQ9, LHG, CLA, BCR, HEM, PHO, MGE, DGD; 3.7A {Thermosynechococcus vulcanus}
WP_010939435.1	116	2N5J_A	40	67.61	0.55	23%	1	| Ribonuclease ZC3H12A (E.C.3.1.-.-); Regnase, Regnase-1, Zc3h12a, HYDROLASE; NMR {Mus musculus}
WP_014524641.1	59	3K1S_E	58	65.67	0.6	10%	3.95652	| PTS system, cellobiose-specific IIA component; all alpha protein, spectrin repeat-like; HET: MSE, NA; 2.3A {Bacillus anthracis}
WP_010940357.1	67	1FI8_D	56	64.44	0.61	23%	1	| NATURAL KILLER CELL PROTEASE 1; complex (serine protease-inhibitor), protease substrate; 2.2A {Rattus norvegicus}
WP_010937564.1	184	6T1W_D	110	59.57	0.63	12%	1	| Outer membrane protein assembly factor; beta barrel assembly, lipoprotein, stress; 3.79A {Escherichia coli K-12}
WP_010938042.1	158	2KO2_A	67	65.34	0.64	19%	4.67485	| Reticulon-4; NOGO, membrane protein, peripheral, DPC; NMR {Mus musculus}
WP_010940097.1	64	6VQV_A	56	67.09	0.64	25%	1	| CRISPR system single-strand-specific deoxyribonuclease Cas10/Csm1; CRISPR, Type I-F, Csy, AcrF9;{Pseudomonas aeruginosa}
WP_010938981.1	131	6SKG_Bo	47	58.06	0.65	13%	3.52588	| 30S ribosomal protein S2, 30S; T. kodakarensis, ac4C deletion, Ribosome; HET: MA6, 5MC, 6MZ, 2MG, A2M, OMC, ZN, 5MU, LV2, OMU, OMG, 4SU; 2.65A {Thermococcus kodakarensis}
WP_010938073.1	115	6A7V_U	43	64.39	0.68	12%	5.43276	| Ribonuclease VapC11 (E.C.3.1.-.-), Antitoxin VapB11; VapBC, Endoribonuclease, tRNase, Rv1560-Rv1561, TOXIN; HET: SO4, 1PE; 1.67A {Mycobacterium tuberculosis H37Rv}
WP_010937532.1	109	6AZ6_A	69	58.29	0.69	25%	3.05497	| GntR family transcriptional regulator; Transcriptional repressor, TRANSCRIPTION; HET: MSE; 1.909A {Streptococcus agalactiae}
WP_010940113.1	109	6AZ6_A	69	57.95	0.7	25%	3.059	| GntR family transcriptional regulator; Transcriptional repressor, TRANSCRIPTION; HET: MSE; 1.909A {Streptococcus agalactiae}
WP_010939962.1	79	1SVD_M	63	64.37	0.73	13%	5.38439	| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (E.C.4.1.1.39); beta-alpha-barrel, LYASE; HET: SO4; 1.8A {Halothiobacillus neapolitanus} SCOP: d.73.1.1
WP_010938834.1	75	6G5I_z	69	59.26	0.76	29%	1	| 40S ribosomal protein SA, 40S; 40S, pre-40S, ribosome biogenesis, RIBOSOME; 3.5A {Homo sapiens}
WP_011792600.1	81	6A69_B	81	60.13	0.76	10%	6.43742	| Plasma membrane calcium-transporting ATPase 1; Membrane protein, STRUCTURAL PROTEIN; HET: NAG; 4.11A {Homo sapiens}
WP_011792331.1	161	3A9F_A	76	59.63	0.77	12%	4.62795	| Cytochrome c; alpha helix, cytochrome, mono heme; HET: HEC, PGE, PG4, P33; 1.3A {Chlorobaculum tepidum}
WP_010939440.1	54	3B1S_B	54	58.87	0.83	15%	1.30939	| Flagellar biosynthetic protein flhB; flagella, type III secretion system; 2.55A {Aquifex aeolicus}
WP_164928119.1	58	4EYY_R	27	64.11	0.89	30%	1	| IcmR, IcmQ; Protein heterodimer, ADPRT-like fold, NAD-binding; 2.4A {Legionella pneumophila subsp. pneumophila}
WP_010938423.1	80	6JFV_C	74	58.05	0.92	15%	5.43946	| Keratin, type I cytoskeletal 14; Intermediate filaments, Keratinocytes, Skin, Epithelium; 2.6A {Homo sapiens}
WP_164928121.1	79	1SVD_M	63	60.46	0.97	11%	5.34357	| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (E.C.4.1.1.39); beta-alpha-barrel, LYASE; HET: SO4; 1.8A {Halothiobacillus neapolitanus} SCOP: d.73.1.1
WP_011792913.1	88	2KZK_A	75	59.98	0.98	15%	3.36056	| Uncharacterized protein YOL083W; Selective autophagy, Atg34, alpha-mannosidase, Atg19; NMR {Saccharomyces cerevisiae}
WP_014524445.1	142	6ONP_A	119	51.49	0.98	14%	3.43092	| periplasmic binding protein XoxJ; perisplasmic binding protein, solute-binding protein; 2.27A {Methylobacterium extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1)}
WP_010938714.1	153	5D0O_E	109	57.39	0.99	9%	5.59019	| Outer membrane protein assembly factor; E.coli, Bacterial outer membrane beta; 2.9A {Escherichia coli}
WP_014524179.1	284	2DAM_A	62	56.23	0.99	16%	3.62227	| ETEA protein; ETEA protein, KIAA0887, UBA-like domain; NMR {Homo sapiens}
WP_010939438.1	236	6A6X_C	82	59.07	1.1	15%	7.96888	| Probable endoribonuclease MazF7 (E.C.3.1.-.-), Antitoxin; Mycobacterium tuberculosis, Toxin-antitoxin system, TOXIN; HET: SO4; 2.7A {Mycobacterium tuberculosis}
WP_010939792.1	200	6PPC_A	33	61.00	1.1	18%	9.48074	| Conopeptide phi-MiXXVIIA; TOXIN; NMR {N/A}
WP_010940531.1	130	3DD7_A	113	53.57	1.1	15%	3.64671	| Death on curing protein, Prevent; all alpha, RIBOSOME INHIBITOR; HET: MSE, BR; 1.7A {Enterobacteria phage P1}
WP_010938424.1	157	4YUU_y2	35	58.77	1.2	20%	4.34669	| Photosystem Q(B) protein (E.C.1.10.3.9), Photosystem; TRANSMEMBRANE ALPHA-HELIX, ELECTRON TRANSPORT, PHOTOSYNTHESIS; HET: HEM, LMT, LHG, OEX, PHO, PL9, BCR, CLA, LMG, SQD, DGD, GOL, BCT, UNL; 2.77000368116A {Cyanidium caldarium}
WP_010939329.1	432	2DSY_B	81	50.80	1.2	17%	1.62723	| Hypothetical protein TTHA0281; STRUCTURAL GENOMICS, THERMUS THERMOPHILUS HB8; HET: MSE, NHE; 1.9A {Thermus thermophilus} SCOP: d.304.1.2
WP_010939458.1	243	4E6E_A	220	47.93	1.2	16%	1	| Cell division protein ftsZ; Cell division, tubulin homolog, GTP-binding; 2.12A {Thermobifida fusca}
WP_010939985.1	275	6G6F_D	32	60.86	1.2	9%	10.3161	| CC-Type2-LF; de novo, coiled coil, alpha-helical; HET: ACE; 1.7A {N/A}
WP_014524348.1	161	6LFA_B	65	54.85	1.2	20%	3.31008	| Cell wall synthesis protein Wag31; DivIVA, Wag31, Mycobacterial polar growth; HET: PGE; 2.3A {Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)}
WP_014524389.1	80	3FP9_A	73	55.53	1.2	19%	1.34937	| Proteasome-associated ATPase; five strand beta barrel, hexamer; 2.0A {Mycobacterium tuberculosis}
WP_014524440.1	82	3P7X_C	78	47.25	1.2	10%	2.04517	| Probable thiol peroxidase (E.C.1.11.1.-); THIOREDOXIN FOLD, OXIDOREDUCTASE, PEROXIDASE; HET: SO4, PG4; 1.96A {Staphylococcus aureus}
WP_041722649.1	61	2N8H_A	34	60.18	1.2	21%	1	| conotoxin-muOxi-GVIIJ; inhibitor cysteine knot, Toxin; HET: HYP; NMR {N/A}
WP_010938596.1	60	6G1O_A	60	53.42	1.3	15%	1	| Isocitrate lyase (E.C.4.1.3.1); Isocitrate lyase, Pseudomonas, TCA cycle; 1.882A {Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)}
WP_011792671.1	111	6U42_5S	109	53.98	1.3	14%	4.556	| Tubulin beta, Tubulin alpha, PACRG; motile cilia, microtubule doublet, repetitive; HET: GTP, MG, GDP; 3.4A {Chlamydomonas reinhardtii}
WP_010938243.1	85	6XQN_H	53	56.31	1.4	8%	6.29337	| Protein EMRE homolog, mitochondrial-like Protein; ion channel, calcium channel, mitochondrial; 3.3A {Tribolium castaneum}
WP_010939409.1	85	6XQN_E	53	55.63	1.4	8%	6.26876	| Protein EMRE homolog, mitochondrial-like Protein; ion channel, calcium channel, mitochondrial; 3.3A {Tribolium castaneum}
WP_010939597.1	140	1EA4_F	44	51.88	1.4	9%	6.08013	| TRANSCRIPTIONAL REPRESSOR COPG; TRANSCRIPTIONAL REPRESSOR, DNA-BINDING PROTEIN, PLASMID; 2.95A {STREPTOCOCCUS AGALACTIAE} SCOP: a.43.1.3
WP_010940027.1	61	6DXR_B	58	54.73	1.4	22%	1	| Apolipoprotein C-I; lipoprotein particles, lipids, alpha helix; HET: MPD; 2.0A {Homo sapiens}
WP_010940099.1	109	5H1N_B	45	56.70	1.4	31%	1	| UPF0253 protein YaeP; SF173, hypothetical protein, UNKNOWN FUNCTION; HET: MSE; 1.47A {Shigella flexneri}
WP_010940431.1	58	1G16_B	48	45.27	1.4	19%	2.97427	| RAS-RELATED PROTEIN SEC4; G protein Rab, SIGNALING PROTEIN; HET: MSE, GDP; 1.8A {Saccharomyces cerevisiae} SCOP: c.37.1.8
WP_164928126.1	155	4LG3_C	137	56.48	1.4	22%	1.37693	| Uncharacterized protein; DUF487, PF16175 family, Structural Genomics; HET: EDO, SO4; 2.4A {Desulfovibrio piger}
WP_010938815.1	342	6M9K_D	66	54.08	1.5	14%	6.23962	| Exonuclease (E.C.3.1.11.3), Recombination protein bet; protein-protein complex, HYDROLASE; HET: SO4; 2.3A {Escherichia phage lambda}
WP_010939988.1	109	2OB9_B	103	54.91	1.5	11%	8.19588	| Tail assembly chaperone; Bacteriophage HK97, morphogenesis, tail assembly; HET: MSE; 2.3A {Enterobacteria phage HK97}
WP_011791439.1	72	2ZUS_A	68	47.60	1.5	19%	1.23826	| Lacto-N-biose phosphorylase (E.C.2.4.1.211); beta-alpha-barrel, TIM barrel, Glycosyltransferase, Transferase; 2.11A {Bifidobacterium longum}
WP_010938074.1	79	5XM8_C	59	46.58	1.6	12%	2.21267	| Repair DNA polymerase X/DNA Complex; PolX, DNA enzyme, Pb, TRANSFERASE-DNA; HET: PO4; 2.55A {African swine fever virus (strain Badajoz 1971 Vero-adapted)}
WP_010938326.1	323	4JRZ_A	144	50.49	1.6	10%	4.58838	| Leukotriene C4 synthase (E.C.4.4.1.20); Leukotriene C4 synthase, product analogs; HET: PLM, PAM, GTX; 2.4A {Homo sapiens}
WP_010939015.1	116	3BBZ_A	49	53.09	1.6	12%	6.34574	| P protein; molten globule, VIRAL PROTEIN, REPLICATION; HET: FMT; 2.1A {Mumps virus}
WP_010940668.1	112	2M67_A	70	53.36	1.6	13%	7.16494	| MerF; integral membrane protein, mercury transporter; NMR {Morganella morganii}
